epoch	accuracy	loss	neg_recall	precision	recall	val_accuracy	val_loss	val_neg_recall	val_precision	val_recall
0	0.875612735748291	0.34711650013923645	0.9960752725601196	0.5408163070678711	0.032475490123033524	0.8823529481887817	0.3256852328777313	0.997589647769928	0.8157894611358643	0.07598039507865906
1	0.8929228186607361	0.29614683985710144	0.9926484823226929	0.7925000190734863	0.19424019753932953	0.8869485259056091	0.32776474952697754	0.9912140965461731	0.7191011309623718	0.1568627506494522
2	0.9028033018112183	0.2598971724510193	0.9903101921081543	0.8113207817077637	0.28982841968536377	0.8863357901573181	0.33685341477394104	0.9888074994087219	0.6831682920455933	0.16911764442920685
3	0.9219515919685364	0.20581050217151642	0.9913027882575989	0.8779284954071045	0.4362744987010956	0.8820465803146362	0.3728203773498535	0.9783540368080139	0.5782312750816345	0.2083333283662796
4	0.9525888562202454	0.13608680665493011	0.9921597242355347	0.9252728819847107	0.6752451062202454	0.8808210492134094	0.45354729890823364	0.9758456945419312	0.5605095624923706	0.21568627655506134
5	0.9767922759056091	0.07436396926641464	0.9945385456085205	0.9573296904563904	0.8523284196853638	0.8817402124404907	0.6967876553535461	0.9905621409416199	0.6447368264198303	0.1200980395078659
6	0.9802389740943909	0.06040285900235176	0.9925709366798401	0.9443725943565369	0.8946078419685364	0.873774528503418	0.5756731033325195	0.9690829515457153	0.4885057508945465	0.2083333283662796
7	0.9748774766921997	0.07397855073213577	0.9917247295379639	0.9369972944259644	0.8566176295280457	0.7984068393707275	0.6329574584960938	0.8474001288414001	0.2996794879436493	0.4583333432674408
8	0.9810048937797546	0.05207493156194687	0.9918888211250305	0.9413265585899353	0.904411792755127	0.858762264251709	0.666677713394165	0.9305787086486816	0.42274051904678345	0.3553921580314636
9	0.990119457244873	0.02994532883167267	0.9962649345397949	0.9729389548301697	0.9473039507865906	0.8621323704719543	0.7133797407150269	0.9361727237701416	0.43478259444236755	0.343137264251709
10	0.9949448704719543	0.01816156692802906	0.9981982111930847	0.986940324306488	0.9724264740943909	0.8422181606292725	0.7882508039474487	0.9071265459060669	0.37352246046066284	0.38725489377975464
11	0.9938725233078003	0.020131833851337433	0.997300386428833	0.9807930588722229	0.969975471496582	0.8314951062202454	0.8286309838294983	0.8935373425483704	0.3476394712924957	0.3970588147640228
12	0.994255542755127	0.01928652822971344	0.9967221021652222	0.9767299294471741	0.9773284196853638	0.8624387383460999	0.8414376974105835	0.9386155605316162	0.4336569607257843	0.3284313678741455
13	0.9961703419685364	0.014137557707726955	0.9980043172836304	0.985872209072113	0.9834558963775635	0.8615196347236633	0.8639975190162659	0.9416658878326416	0.4236111044883728	0.29901960492134094
14	0.9991574883460999	0.004371126648038626	0.9996446371078491	0.997544527053833	0.9957107901573181	0.8602941036224365	0.9267774820327759	0.9334959387779236	0.4272727370262146	0.34558823704719543
15	0.9999234080314636	0.0012860603164881468	1.0	1.0	0.999387264251709	0.8664215803146362	0.9728491306304932	0.9465564489364624	0.4492753744125366	0.30392158031463623
16	1.0	0.0004148013249505311	1.0	1.0	1.0	0.8697916865348816	1.0222491025924683	0.9514548182487488	0.4671814739704132	0.2965686321258545
17	1.0	0.00027991642127744853	1.0	1.0	1.0	0.8694853186607361	1.0524924993515015	0.9511046409606934	0.4653846025466919	0.2965686321258545
18	1.0	0.0002172428648918867	1.0	1.0	1.0	0.8700980544090271	1.076356053352356	0.9521493315696716	0.46875	0.29411765933036804
19	1.0	0.00017593405209481716	1.0	1.0	1.0	0.8700980544090271	1.097611665725708	0.9521677494049072	0.46875	0.29411765933036804
20	1.0	0.00014616937551181763	1.0	1.0	1.0	0.8694853186607361	1.1166149377822876	0.9517906904220581	0.46484375	0.2916666567325592
21	1.0	0.00012344167043920606	1.0	1.0	1.0	0.8694853186607361	1.133880615234375	0.9518019556999207	0.46484375	0.2916666567325592
22	1.0	0.00010564429976511747	1.0	1.0	1.0	0.8704044222831726	1.1500587463378906	0.9528821110725403	0.47035571932792664	0.2916666567325592
23	1.0	9.093765402212739e-05	1.0	1.0	1.0	0.8704044222831726	1.165570855140686	0.9525440335273743	0.47058823704719543	0.29411765933036804
24	1.0	7.888749678386375e-05	1.0	1.0	1.0	0.8700980544090271	1.1803696155548096	0.9525625109672546	0.4685039222240448	0.2916666567325592
25	1.0	6.870696233818308e-05	1.0	1.0	1.0	0.8700980544090271	1.194521188735962	0.9525976181030273	0.4685039222240448	0.2916666567325592
26	1.0	6.007933916407637e-05	1.0	1.0	1.0	0.8700980544090271	1.2083616256713867	0.9525976181030273	0.4685039222240448	0.2916666567325592
27	1.0	5.2774375944864005e-05	1.0	1.0	1.0	0.8704044222831726	1.2218989133834839	0.952960729598999	0.47035571932792664	0.2916666567325592
28	1.0	4.646027446142398e-05	1.0	1.0	1.0	0.8704044222831726	1.2349961996078491	0.9526042342185974	0.47058823704719543	0.29411765933036804
29	1.0	4.100642036064528e-05	1.0	1.0	1.0	0.8704044222831726	1.2480995655059814	0.952960729598999	0.47035571932792664	0.2916666567325592
30	1.0	3.6336674384074286e-05	1.0	1.0	1.0	0.8704044222831726	1.2607157230377197	0.952960729598999	0.47035571932792664	0.2916666567325592
31	1.0	3.2211741199716926e-05	1.0	1.0	1.0	0.8700980544090271	1.2732937335968018	0.952622652053833	0.4685039222240448	0.2916666567325592
32	1.0	2.8636895876843482e-05	1.0	1.0	1.0	0.8700980544090271	1.2855725288391113	0.952622652053833	0.4685039222240448	0.2916666567325592
33	1.0	2.547164876887109e-05	1.0	1.0	1.0	0.8700980544090271	1.297684907913208	0.9519522190093994	0.4689922332763672	0.2965686321258545
34	1.0	2.2675289073958993e-05	1.0	1.0	1.0	0.8697916865348816	1.309760570526123	0.9519522190093994	0.46692606806755066	0.29411765933036804
35	1.0	2.0224437321303412e-05	1.0	1.0	1.0	0.8694853186607361	1.3218340873718262	0.9516082406044006	0.4651162922382355	0.29411765933036804
36	1.0	1.803979102987796e-05	1.0	1.0	1.0	0.8691789507865906	1.3333873748779297	0.9516082406044006	0.4630350172519684	0.2916666567325592
37	1.0	1.6107778719742782e-05	1.0	1.0	1.0	0.8691789507865906	1.3451415300369263	0.9519463181495667	0.4627451002597809	0.28921568393707275
38	1.0	1.439908919564914e-05	1.0	1.0	1.0	0.8688725233078003	1.3566540479660034	0.951619565486908	0.4609375	0.28921568393707275
39	1.0	1.286140650336165e-05	1.0	1.0	1.0	0.8691789507865906	1.3685760498046875	0.9519575238227844	0.4627451002597809	0.28921568393707275
40	1.0	1.1501543667691294e-05	1.0	1.0	1.0	0.8691789507865906	1.3798757791519165	0.9519575238227844	0.4627451002597809	0.28921568393707275
41	1.0	1.028480073728133e-05	1.0	1.0	1.0	0.8697916865348816	1.3915597200393677	0.9526587724685669	0.46640315651893616	0.28921568393707275
42	1.0	9.192328434437513e-06	1.0	1.0	1.0	0.8697916865348816	1.4029372930526733	0.9526587724685669	0.46640315651893616	0.28921568393707275
43	1.0	8.223346412705723e-06	1.0	1.0	1.0	0.8697916865348816	1.4146950244903564	0.9526587724685669	0.46640315651893616	0.28921568393707275
44	1.0	7.353707587753888e-06	1.0	1.0	1.0	0.8697916865348816	1.4260563850402832	0.9526587724685669	0.46640315651893616	0.28921568393707275
