epoch	accuracy	loss	neg_recall	precision	recall	val_accuracy	val_loss	val_neg_recall	val_precision	val_recall
0	0.9101786613464355	0.274041086435318	0.9936299920082092	0.7335526347160339	0.15978027880191803	0.9192777872085571	0.2565019726753235	0.9936246275901794	0.815625011920929	0.24928367137908936
1	0.9207107424736023	0.2426195740699768	0.991351842880249	0.7850098609924316	0.2851683795452118	0.9203286170959473	0.2527382969856262	0.9922503232955933	0.796657383441925	0.2731614112854004
2	0.9294755458831787	0.21288815140724182	0.9930028319358826	0.8501702547073364	0.3577740490436554	0.9206151962280273	0.25348538160324097	0.9892842173576355	0.7583732008934021	0.30276980996131897
3	0.9427540898323059	0.17000289261341095	0.9937629699707031	0.8960176706314087	0.48363983631134033	0.9195643663406372	0.2698456645011902	0.9821828603744507	0.6894639730453491	0.35625597834587097
4	0.9574655890464783	0.1258804351091385	0.9937022924423218	0.9177083373069763	0.6312395334243774	0.9150745272636414	0.31275853514671326	0.9788669347763062	0.6420863270759583	0.34097421169281006
5	0.9705292582511902	0.0898679792881012	0.9944624900817871	0.9380006194114685	0.7551946640014648	0.9051394462585449	0.35488161444664	0.9633021354675293	0.5361930131912231	0.3820439279079437
6	0.9768341779708862	0.06763463467359543	0.9944807291030884	0.9425034523010254	0.8182469606399536	0.8959686756134033	0.4200204312801361	0.951869785785675	0.4756380617618561	0.3915950357913971
7	0.9776222705841064	0.061999429017305374	0.9924988150596619	0.9258385896682739	0.843802273273468	0.9148834347724915	0.48108890652656555	0.9809552431106567	0.6517509818077087	0.3199617862701416
8	0.981180727481842	0.052217915654182434	0.993101179599762	0.9336565732955933	0.8738954067230225	0.9123997092247009	0.5124905109405518	0.9743424654006958	0.6058632135391235	0.3553008735179901
9	0.9841899275779724	0.04401469975709915	0.9940873384475708	0.943842887878418	0.895151674747467	0.9033244252204895	0.48853692412376404	0.9564252495765686	0.5204200744628906	0.42597898840904236
10	0.9872468709945679	0.03638831153512001	0.995032012462616	0.9542402625083923	0.9164079427719116	0.8931983113288879	0.5334687232971191	0.9455922842025757	0.4629049003124237	0.4231136441230774
11	0.9901604652404785	0.028533218428492546	0.9959083199501038	0.9625092148780823	0.9381418824195862	0.881257176399231	0.5814369320869446	0.9260920286178589	0.41846922039985657	0.4804202616214752
12	0.9926442503929138	0.021719740703701973	0.9969679713249207	0.972242534160614	0.953666090965271	0.8926251530647278	0.6259727478027344	0.942508339881897	0.4618434011936188	0.4450811743736267
13	0.9952951669692993	0.015344986692070961	0.9980371594429016	0.9821169376373291	0.9706233739852905	0.9093427658081055	0.7119861841201782	0.9651618599891663	0.5648148059844971	0.40783190727233887
14	0.9961788058280945	0.012225679121911526	0.9983798861503601	0.985297679901123	0.9763553738594055	0.9133549928665161	0.8038700222969055	0.9723749160766602	0.6057401895523071	0.3829990327358246
15	0.9960833191871643	0.012165223248302937	0.9981744289398193	0.9834174513816833	0.9773107171058655	0.9105846285820007	0.8759534358978271	0.9704055786132812	0.5827123522758484	0.3734479546546936
16	0.9948652982711792	0.013995056971907616	0.9975748062133789	0.9780933856964111	0.9703845381736755	0.9115399122238159	0.8267971873283386	0.9698302149772644	0.5875542759895325	0.38777458667755127
17	0.994077205657959	0.016826065257191658	0.9972966313362122	0.9756097793579102	0.9648913145065308	0.9089606404304504	0.8688294291496277	0.9684240818023682	0.5679190754890442	0.3753581643104553
18	0.9949369430541992	0.015082111582159996	0.9977298378944397	0.979262113571167	0.9699068665504456	0.9059992432594299	0.8376792073249817	0.962108314037323	0.5404364466667175	0.4021012485027313
19	0.9958683848381042	0.012080582790076733	0.998123824596405	0.9829162359237671	0.9756388664245605	0.9030378460884094	0.8613336086273193	0.9575884938240051	0.5191846489906311	0.4135625660419464
20	0.9964892864227295	0.010643254965543747	0.9983952045440674	0.9855769276618958	0.9792214035987854	0.905903697013855	0.8668984174728394	0.9606631994247437	0.5384615659713745	0.41451767086982727
21	0.9958683848381042	0.012005818076431751	0.9980818033218384	0.9826839566230774	0.9758777022361755	0.9105846285820007	0.9233799576759338	0.9676131010055542	0.5769764184951782	0.39732569456100464
22	0.9948413968086243	0.01408801693469286	0.9973838925361633	0.9762532711029053	0.9720563888549805	0.8982613682746887	0.8675708174705505	0.9478209614753723	0.49070248007774353	0.4536771774291992
23	0.9961310625076294	0.010622559115290642	0.9980597496032715	0.9824982285499573	0.9787437319755554	0.9102980494499207	0.9473173022270203	0.9648872017860413	0.5701298713684082	0.41929322481155396
24	0.9964892864227295	0.01011163555085659	0.9982484579086304	0.9841802716255188	0.9806544184684753	0.8974971175193787	0.9201487302780151	0.9459623694419861	0.4869215190410614	0.46227315068244934
25	0.9969669580459595	0.00908612459897995	0.9986265897750854	0.9875119924545288	0.9820874333381653	0.887179970741272	0.9388267993927002	0.9325979948043823	0.4410211145877838	0.4785100221633911
26	0.9959400296211243	0.011741653084754944	0.99806809425354	0.9826964735984802	0.9765942096710205	0.8889950513839722	0.9405214786529541	0.9355579614639282	0.447774738073349	0.47086915373802185
27	0.9968236684799194	0.009612302295863628	0.9984174370765686	0.9856253266334534	0.9825651049613953	0.9033244252204895	0.9731564521789551	0.953331708908081	0.5191256999969482	0.4536771774291992
28	0.9968953132629395	0.009135015308856964	0.998587429523468	0.9872688055038452	0.9816097617149353	0.900267481803894	0.9247643947601318	0.9531770944595337	0.501694917678833	0.42406877875328064
