epoch	accuracy	loss	neg_recall	precision	recall	val_accuracy	val_loss	val_neg_recall	val_precision	val_recall
0	0.6574417948722839	0.6109921336174011	0.6903477907180786	0.6705624461174011	0.6194332242012024	0.6828609704971313	0.5667198896408081	0.7084775567054749	0.695652186870575	0.6486486196517944
1	0.7651029229164124	0.473829448223114	0.818803071975708	0.7968277931213379	0.711875855922699	0.7017543911933899	0.5671620965003967	0.7256486415863037	0.7134670615196228	0.6729729771614075
2	0.8174147605895996	0.4099196493625641	0.8572746515274048	0.8441843390464783	0.7786774635314941	0.7125505805015564	0.5913627743721008	0.7361709475517273	0.7236467003822327	0.6864864826202393
3	0.8552142977714539	0.3478252589702606	0.8934115171432495	0.8834668397903442	0.8184885382652283	0.7058029770851135	0.6258628368377686	0.7077987790107727	0.7076502442359924	0.699999988079071
4	0.9014512300491333	0.2727370858192444	0.9297026991844177	0.9243937134742737	0.8744939565658569	0.7071524858474731	0.6724312901496887	0.7018113732337952	0.7061994671821594	0.708108127117157
5	0.952750563621521	0.18819956481456757	0.9658665657043457	0.9646814465522766	0.9399459958076477	0.7139001488685608	0.7413707375526428	0.7172189354896545	0.7158470153808594	0.708108127117157
6	0.9827877283096313	0.11467523127794266	0.9898930788040161	0.9897330403327942	0.9757084846496582	0.7112010717391968	0.8420650959014893	0.7150856852531433	0.7142857313156128	0.7027027010917664
7	0.99527508020401	0.06314829736948013	0.9978415369987488	0.9979647397994995	0.9925776124000549	0.7044534683227539	0.9323760867118835	0.690312922000885	0.6981627345085144	0.7189189195632935
8	0.9966250658035278	0.04383597895503044	0.9978153705596924	0.9979702234268188	0.9952766299247742	0.6288799047470093	1.3266372680664062	0.4114042818546295	0.5887850522994995	0.8513513803482056
9	0.985487699508667	0.0638224184513092	0.9905810356140137	0.9904567003250122	0.980431854724884	0.7031038999557495	1.0640805959701538	0.6959835886955261	0.6994680762290955	0.7108108401298523
10	0.9784002900123596	0.06811051815748215	0.9789323806762695	0.9784075617790222	0.9784075617790222	0.7098515629768372	1.1298192739486694	0.8085150122642517	0.7627118825912476	0.6081081032752991
11	0.9325008392333984	0.1581946462392807	0.9309475421905518	0.9302013516426086	0.9352226853370667	0.7112010717391968	0.8891769051551819	0.8343544006347656	0.782608687877655	0.5837838053703308
12	0.9325008392333984	0.1638803780078888	0.9531065821647644	0.9482517242431641	0.9149797558784485	0.6167341470718384	1.16086745262146	0.3738621473312378	0.5778985619544983	0.862162172794342
13	0.9844751954078674	0.05744759365916252	0.984752357006073	0.9851351380348206	0.9838056564331055	0.7071524858474731	1.0778896808624268	0.697040855884552	0.702917754650116	0.7162162065505981
