epoch	accuracy	loss	neg_recall	precision	recall	val_accuracy	val_loss	val_neg_recall	val_precision	val_recall
0	0.9066597819328308	0.27587902545928955	0.9947023391723633	0.8322580456733704	0.20031055808067322	0.9309868812561035	0.22275438904762268	1.0	1.0	0.3788819909095764
1	0.9459972381591797	0.17244604229927063	0.9926142692565918	0.9066339135169983	0.5729813575744629	0.9351276755332947	0.20244933664798737	0.9985003471374512	0.9718309640884399	0.4285714328289032
2	0.955486536026001	0.13916350901126862	0.9924619793891907	0.9159482717514038	0.659937858581543	0.9378882050514221	0.1992926299571991	0.9977239370346069	0.9610389471054077	0.45962733030319214
3	0.965148389339447	0.10489421337842941	0.9940186142921448	0.9384920597076416	0.7344720363616943	0.9399585723876953	0.2030898928642273	0.9977239370346069	0.9624999761581421	0.47826087474823
4	0.9796411395072937	0.06507447361946106	0.9973109364509583	0.9747292399406433	0.8385093212127686	0.9420289993286133	0.20883327722549438	0.9947376847267151	0.9230769276618958	0.52173912525177
5	0.9922360181808472	0.03131506219506264	0.9992415308952332	0.9934102296829224	0.9363353848457336	0.9406487345695496	0.2528437077999115	0.9961954951286316	0.9411764740943909	0.4968944191932678
6	0.9975845217704773	0.018189694732427597	0.9994407892227173	0.9952830076217651	0.9829192757606506	0.943409264087677	0.23124442994594574	0.9855984449386597	0.8376068472862244	0.6086956262588501
7	0.9930986762046814	0.022503431886434555	0.997654914855957	0.9808917045593262	0.95652174949646	0.9254658222198486	0.22321341931819916	0.9634484052658081	0.6778523325920105	0.6273291707038879
8	0.9851621985435486	0.04330003261566162	0.9933590888977051	0.9456868767738342	0.9192546606063843	0.9406487345695496	0.19964906573295593	0.9916108250617981	0.8865979313850403	0.5341615080833435
9	0.9920634627342224	0.02631004899740219	0.996728777885437	0.9731012582778931	0.9549689292907715	0.9358177781105042	0.35837510228157043	1.0	1.0	0.42236024141311646
10	0.9991373419761658	0.006841592490673065	0.9997926354408264	0.9984399080276489	0.9937888383865356	0.941338837146759	0.2952689230442047	0.9902348518371582	0.8725489974021912	0.5527950525283813
11	1.0	0.001498967525549233	1.0	1.0	1.0	0.9427191019058228	0.3060303330421448	0.9902348518371582	0.875	0.5652173757553101
12	1.0	0.0007110522128641605	1.0	1.0	1.0	0.9420289993286133	0.3316803276538849	0.9902348518371582	0.8737863898277283	0.5590062141418457
13	1.0	0.0004479491035453975	1.0	1.0	1.0	0.9420289993286133	0.34586119651794434	0.9902348518371582	0.8737863898277283	0.5590062141418457
14	1.0	0.0003193835145793855	1.0	1.0	1.0	0.9420289993286133	0.35902783274650574	0.9902348518371582	0.8737863898277283	0.5590062141418457
15	1.0	0.00023662496823817492	1.0	1.0	1.0	0.9420289993286133	0.3713569641113281	0.9902348518371582	0.8737863898277283	0.5590062141418457
16	1.0	0.0001808329252526164	1.0	1.0	1.0	0.9420289993286133	0.38170960545539856	0.9902348518371582	0.8737863898277283	0.5590062141418457
17	1.0	0.00014180118159856647	1.0	1.0	1.0	0.9420289993286133	0.3914128839969635	0.9902220964431763	0.8737863898277283	0.5590062141418457
18	1.0	0.00011358573101460934	1.0	1.0	1.0	0.9420289993286133	0.3998240828514099	0.9902220964431763	0.8737863898277283	0.5590062141418457
19	1.0	9.272085299016908e-05	1.0	1.0	1.0	0.9420289993286133	0.40758216381073	0.9902220964431763	0.8737863898277283	0.5590062141418457
20	1.0	7.693806401221082e-05	1.0	1.0	1.0	0.941338837146759	0.4143925607204437	0.9902220964431763	0.8725489974021912	0.5527950525283813
21	1.0	6.465624755946919e-05	1.0	1.0	1.0	0.941338837146759	0.42074844241142273	0.9902220964431763	0.8725489974021912	0.5527950525283813
22	1.0	5.495106597663835e-05	1.0	1.0	1.0	0.941338837146759	0.4269207715988159	0.9902220964431763	0.8725489974021912	0.5527950525283813
23	1.0	4.714735041488893e-05	1.0	1.0	1.0	0.941338837146759	0.4326159358024597	0.9902220964431763	0.8725489974021912	0.5527950525283813
24	1.0	4.080755388713442e-05	1.0	1.0	1.0	0.941338837146759	0.4378397464752197	0.9902220964431763	0.8725489974021912	0.5527950525283813
25	1.0	3.5597367968875915e-05	1.0	1.0	1.0	0.941338837146759	0.44293397665023804	0.9902220964431763	0.8725489974021912	0.5527950525283813
26	1.0	3.124465365544893e-05	1.0	1.0	1.0	0.941338837146759	0.4478931128978729	0.9902220964431763	0.8725489974021912	0.5527950525283813
27	1.0	2.7588355806074105e-05	1.0	1.0	1.0	0.941338837146759	0.45264118909835815	0.9902220964431763	0.8725489974021912	0.5527950525283813
28	1.0	2.4473714802297764e-05	1.0	1.0	1.0	0.941338837146759	0.4571463167667389	0.9902220964431763	0.8725489974021912	0.5527950525283813
29	1.0	2.183194192184601e-05	1.0	1.0	1.0	0.941338837146759	0.4614016115665436	0.9902220964431763	0.8725489974021912	0.5527950525283813
30	1.0	1.955198786163237e-05	1.0	1.0	1.0	0.941338837146759	0.46566635370254517	0.9902220964431763	0.8725489974021912	0.5527950525283813
31	1.0	1.757482095854357e-05	1.0	1.0	1.0	0.941338837146759	0.469448983669281	0.9902220964431763	0.8725489974021912	0.5527950525283813
32	1.0	1.586513280926738e-05	1.0	1.0	1.0	0.941338837146759	0.47347286343574524	0.9902220964431763	0.8725489974021912	0.5527950525283813
33	1.0	1.4362213732965756e-05	1.0	1.0	1.0	0.941338837146759	0.47715073823928833	0.9902220964431763	0.8725489974021912	0.5527950525283813
34	1.0	1.303311455558287e-05	1.0	1.0	1.0	0.9420289993286133	0.4808962047100067	0.9909848570823669	0.8811880946159363	0.5527950525283813
35	1.0	1.1859107871714514e-05	1.0	1.0	1.0	0.9420289993286133	0.4845275282859802	0.9909848570823669	0.8811880946159363	0.5527950525283813
36	1.0	1.0821309842867777e-05	1.0	1.0	1.0	0.9420289993286133	0.48788806796073914	0.9909848570823669	0.8811880946159363	0.5527950525283813
37	1.0	9.897014933812898e-06	1.0	1.0	1.0	0.9427191019058228	0.49132344126701355	0.9917217493057251	0.8899999856948853	0.5527950525283813
38	1.0	9.069888619706035e-06	1.0	1.0	1.0	0.9427191019058228	0.49450644850730896	0.9917217493057251	0.8899999856948853	0.5527950525283813
39	1.0	8.328331205120776e-06	1.0	1.0	1.0	0.9427191019058228	0.4977557361125946	0.9917217493057251	0.8899999856948853	0.5527950525283813
40	1.0	7.662116331630386e-06	1.0	1.0	1.0	0.9427191019058228	0.5008582472801208	0.9917217493057251	0.8899999856948853	0.5527950525283813
41	1.0	7.058291430439567e-06	1.0	1.0	1.0	0.9427191019058228	0.5039875507354736	0.9917217493057251	0.8899999856948853	0.5527950525283813
42	1.0	6.5155936681549065e-06	1.0	1.0	1.0	0.9427191019058228	0.5069807767868042	0.9917217493057251	0.8899999856948853	0.5527950525283813
43	1.0	6.020479304424953e-06	1.0	1.0	1.0	0.9427191019058228	0.5099074840545654	0.9917217493057251	0.8899999856948853	0.5527950525283813
44	1.0	5.573307589656906e-06	1.0	1.0	1.0	0.9427191019058228	0.5127845406532288	0.9917217493057251	0.8899999856948853	0.5527950525283813
45	1.0	5.163445166544989e-06	1.0	1.0	1.0	0.9427191019058228	0.5156240463256836	0.9917217493057251	0.8899999856948853	0.5527950525283813
46	1.0	4.7906391955621075e-06	1.0	1.0	1.0	0.9427191019058228	0.5186680555343628	0.9917217493057251	0.8899999856948853	0.5527950525283813
47	1.0	4.448544132173993e-06	1.0	1.0	1.0	0.9427191019058228	0.5212414264678955	0.9917217493057251	0.8899999856948853	0.5527950525283813
48	1.0	4.137038104090607e-06	1.0	1.0	1.0	0.9427191019058228	0.5240603089332581	0.9917217493057251	0.8899999856948853	0.5527950525283813
49	1.0	3.8508910620294046e-06	1.0	1.0	1.0	0.9427191019058228	0.5266993045806885	0.9917217493057251	0.8899999856948853	0.5527950525283813
