epoch	accuracy	loss	neg_recall	precision	recall	val_accuracy	val_loss	val_neg_recall	val_precision	val_recall
0	0.9046797752380371	0.2921096384525299	0.9929953217506409	0.7798408269882202	0.19838055968284607	0.9226154685020447	0.25933974981307983	0.9971240758895874	0.9307692050933838	0.32702702283859253
1	0.9277036190032959	0.23573768138885498	0.9918036460876465	0.8637640476226807	0.4149797558784485	0.9226154685020447	0.2531002461910248	0.9928388595581055	0.8589743375778198	0.36216217279434204
2	0.9334783554077148	0.20704002678394318	0.9927958250045776	0.8888888955116272	0.45883941650390625	0.9226154685020447	0.26144886016845703	0.9951228499412537	0.8943662047386169	0.34324324131011963
3	0.946377694606781	0.16243034601211548	0.9960099458694458	0.9454123377799988	0.549257755279541	0.919916033744812	0.28679630160331726	0.9921457767486572	0.8410596251487732	0.34324324131011963
4	0.9666266441345215	0.10276356339454651	0.9979177117347717	0.977000892162323	0.71659916639328	0.9112177491188049	0.32830294966697693	0.9791654348373413	0.6850000023841858	0.3702702820301056
5	0.985375702381134	0.049499113112688065	0.9987553954124451	0.9886105060577393	0.8785424828529358	0.9082183837890625	0.4245232045650482	0.9755398631095886	0.650943398475647	0.3729729652404785
6	0.990775465965271	0.03147529438138008	0.9969366192817688	0.9748427867889404	0.9412955641746521	0.897720456123352	0.4721793532371521	0.9623141288757324	0.5564202070236206	0.3864865005016327
7	0.9901754856109619	0.031241094693541527	0.9964355230331421	0.9707317352294922	0.9399459958076477	0.9103179574012756	0.5949856638908386	0.985052764415741	0.7204968929290771	0.31351351737976074
8	0.9899504780769348	0.030035704374313354	0.9959231019020081	0.9667590260505676	0.9419702887535095	0.9163167476654053	0.6118713021278381	0.9873807430267334	0.772455096244812	0.34864863753318787
9	0.9957252144813538	0.014229231514036655	0.9984825253486633	0.987679660320282	0.9736841917037964	0.9151169657707214	0.668927788734436	0.9897981882095337	0.791946291923523	0.318918913602829
10	0.9982001185417175	0.00886496901512146	0.999419093132019	0.995244562625885	0.9885290265083313	0.9160168170928955	0.6673988699913025	0.9853642582893372	0.7528089880943298	0.36216217279434204
11	0.9991750121116638	0.00477980962023139	0.9997432231903076	0.997968852519989	0.9946019053459167	0.9019196033477783	0.6587923169136047	0.9706902503967285	0.5981734991073608	0.3540540635585785
12	0.999625027179718	0.0030453281942754984	0.9998349547386169	0.998649537563324	0.9979757070541382	0.9112177491188049	0.7374997735023499	0.983780562877655	0.7151162624359131	0.33243241906166077
13	1.0	0.0016539840726181865	1.0	1.0	1.0	0.916616678237915	0.8023911714553833	0.9861730337142944	0.7613636255264282	0.36216217279434204
14	1.0	0.0005103932344354689	1.0	1.0	1.0	0.9151169657707214	0.7949269413948059	0.982271134853363	0.7230769395828247	0.38108107447624207
15	1.0	0.00021036813268437982	1.0	1.0	1.0	0.9136172533035278	0.8046132922172546	0.9802505970001221	0.7029703259468079	0.3837837874889374
16	1.0	0.00014981442654971033	1.0	1.0	1.0	0.9136172533035278	0.8189873099327087	0.9802738428115845	0.7029703259468079	0.3837837874889374
17	1.0	0.00011818265920737758	1.0	1.0	1.0	0.9136172533035278	0.8324912190437317	0.9802793860435486	0.7029703259468079	0.3837837874889374
18	1.0	9.665192919783294e-05	1.0	1.0	1.0	0.9139172434806824	0.8450934290885925	0.9802793860435486	0.7044335007667542	0.3864865005016327
