network,neg,pos,ratio,mode,h1,h2,lr,bs,best_epoch,best_val_recall,best_val_neg_recall,best_balanced_acc
FullyConnectedPerceptron,1,5,5.0,BCE,128,32,0.0001,16,0,0.3951833546161651,0.9799731373786926,0.6875782459974289
FullyConnectedPerceptron,1,5,5.0,BCE,128,32,0.002,32,0,0.4562123715877533,0.9725871682167052,0.7143997699022293
FullyConnectedPerceptron,1,5,5.0,BCE,128,32,0.0003,16,0,0.4719485640525818,0.9702887535095216,0.7211186587810516
FullyConnectedPerceptron,1,5,5.0,BCE,128,32,0.0006,32,0,0.4934318661689758,0.9631327390670776,0.7282823026180267
FullyConnectedPerceptron,1,5,5.0,BCE,128,32,0.009,16,0,0.3175971508026123,0.9867367148399352,0.6521669328212738
FullyConnectedPerceptron,1,5,5.0,BCE,256,128,0.002,128,0,0.5169677138328552,0.9579176902770996,0.7374427020549774
FullyConnectedPerceptron,1,5,5.0,BCE,256,128,0.003,32,0,0.5084838271141052,0.9629248380661012,0.7357043325901031
FullyConnectedPerceptron,1,5,5.0,BCE,256,256,0.002,64,0,0.5001368522644043,0.9673509001731871,0.7337438762187958
FullyConnectedPerceptron,1,5,5.0,BCE,256,256,0.0004,128,0,0.4396551847457886,0.9749811887741088,0.7073181867599487
FullyConnectedPerceptron,1,5,5.0,BCE,256,32,0.001,32,0,0.4521072804927826,0.975662350654602,0.7138848155736923
FullyConnectedPerceptron,1,5,5.0,BCE,256,64,0.0002,64,0,0.4230979681015014,0.9733666181564332,0.6982322931289673
FullyConnectedPerceptron,1,5,5.0,BCE,256,64,0.004,16,0,0.443486601114273,0.972800076007843,0.708143338561058
FullyConnectedPerceptron,1,5,5.0,BCE,512,128,0.001,16,0,0.5380405187606812,0.9526764154434204,0.7453584671020508
FullyConnectedPerceptron,1,5,5.0,BCE,512,128,0.001,32,0,0.4998631775379181,0.9644415974617004,0.7321523874998093
FullyConnectedPerceptron,1,5,5.0,BCE,512,128,0.002,16,0,0.5758073329925537,0.9001320600509644,0.737969696521759
FullyConnectedPerceptron,1,5,5.0,BCE,512,128,0.002,64,0,0.4718117117881775,0.9712061882019044,0.7215089499950409
FullyConnectedPerceptron,1,5,5.0,BCE,512,128,0.0002,32,0,0.4451286196708679,0.9782512784004213,0.7116899490356445
FullyConnectedPerceptron,1,5,5.0,BCE,512,128,0.003,16,0,0.4986316263675689,0.9628063440322876,0.7307189851999283
FullyConnectedPerceptron,1,5,5.0,BCE,512,128,0.0003,16,0,0.5634920597076416,0.9169444441795348,0.7402182519435883
FullyConnectedPerceptron,1,5,5.0,BCE,512,128,0.005,16,0,0.5072523355484009,0.954533040523529,0.730892688035965
FullyConnectedPerceptron,1,5,5.0,BCE,512,128,0.0007,16,0,0.5324302315711975,0.9558539986610411,0.7441421151161194
FullyConnectedPerceptron,1,5,5.0,BCE,512,128,0.0008,16,0,0.5357142686843872,0.9495095014572144,0.7426118850708008
FullyConnectedPerceptron,1,5,5.0,BCE,512,128,0.0009,16,0,0.5504925847053528,0.922738552093506,0.7366155683994293
FullyConnectedPerceptron,1,5,5.0,BCE,512,128,0.0009,32,0,0.4355500936508178,0.9817608594894408,0.7086554765701293
FullyConnectedPerceptron,1,5,5.0,BCE,512,256,0.001,64,0,0.483305960893631,0.9726977348327636,0.7280018478631973
FullyConnectedPerceptron,1,5,5.0,BCE,512,256,0.0002,128,0,0.3921729624271393,0.9765695929527284,0.6843712776899338
FullyConnectedPerceptron,1,5,5.0,BCE,512,256,0.0004,128,0,0.5310618281364441,0.9526317119598388,0.7418467700481415
FullyConnectedPerceptron,1,5,5.0,BCE,512,256,0.005,128,0,0.462233155965805,0.9648634791374208,0.7135483175516129
FullyConnectedPerceptron,1,5,5.0,BCE,512,256,0.0005,128,0,0.4861795306205749,0.9689802527427672,0.727579891681671
FullyConnectedPerceptron,1,5,5.0,BCE,512,256,0.0008,128,0,0.5269567370414734,0.9569855332374572,0.7419711351394653
FullyConnectedPerceptron,1,5,5.0,BCE,512,32,0.0006,16,0,0.4775588512420654,0.9717033505439758,0.7246311008930206
FullyConnectedPerceptron,1,5,5.0,BCE,512,32,0.0008,32,0,0.5633552074432373,0.9253679513931274,0.7443615794181824
FullyConnectedPerceptron,1,5,5.0,BCE,512,64,0.001,16,0,0.4414340555667877,0.9812060594558716,0.7113200575113297
FullyConnectedPerceptron,1,5,5.0,BCE,512,64,0.003,64,0,0.5443349480628967,0.9325709939002992,0.7384529709815979
FullyConnectedPerceptron,1,5,5.0,BCE,512,64,0.0005,128,0,0.417761355638504,0.9820838570594788,0.6999226063489914
FullyConnectedPerceptron,1,5,5.0,BCE,64,256,0.002,64,0,0.4464969933032989,0.975543200969696,0.7110200971364975
FullyConnectedPerceptron,1,5,5.0,BCE,64,256,0.0005,64,0,0.5247673988342285,0.9506484270095824,0.7377079129219055
FullyConnectedPerceptron,1,5,5.0,BCE,64,32,0.0002,16,0,0.4455391466617584,0.971458375453949,0.7084987610578537
FullyConnectedPerceptron,1,5,5.0,BCE,64,32,0.0004,32,0,0.4341817200183868,0.9753947854042052,0.704788252711296
FullyConnectedPerceptron,1,5,5.0,BCE,64,32,0.0008,64,0,0.4709906876087188,0.9683284759521484,0.7196595817804337
FullyConnectedPerceptron,1,5,5.0,BCE,64,64,0.0002,128,0,0.3255336582660675,0.9819542169570924,0.6537439376115799
FullyConnectedPerceptron,1,5,5.0,weightedBCE,128,128,0.001,32,0,0.6840448975563049,0.8544505834579468,0.7692477405071259
FullyConnectedPerceptron,1,5,5.0,weightedBCE,128,256,0.0001,16,0,0.7045703530311584,0.8204293847084045,0.7624998688697815
FullyConnectedPerceptron,1,5,5.0,weightedBCE,128,256,0.0002,16,0,0.7119594812393188,0.8258410692214966,0.7689002752304077
FullyConnectedPerceptron,1,5,5.0,weightedBCE,128,256,0.0003,128,0,0.6918445825576782,0.8292357325553894,0.7605401575565338
FullyConnectedPerceptron,1,5,5.0,weightedBCE,128,256,0.0004,16,0,0.7517789006233215,0.774095356464386,0.7629371285438538
FullyConnectedPerceptron,1,5,5.0,weightedBCE,128,256,0.0007,16,0,0.6698139309883118,0.871906578540802,0.7708602547645569
FullyConnectedPerceptron,1,5,5.0,weightedBCE,128,64,0.001,32,0,0.7068965435028076,0.8303523659706116,0.7686244547367096
FullyConnectedPerceptron,1,5,5.0,weightedBCE,128,64,0.0002,32,0,0.6761083602905273,0.8391834497451782,0.7576459050178528
FullyConnectedPerceptron,1,5,5.0,weightedBCE,128,64,0.0003,32,0,0.7393267750740051,0.7931734323501587,0.7662501037120819
FullyConnectedPerceptron,1,5,5.0,weightedBCE,128,64,0.0004,32,0,0.6937602758407593,0.8362898230552673,0.7650250494480133
FullyConnectedPerceptron,1,5,5.0,weightedBCE,128,64,0.005,16,0,0.692118227481842,0.8341584801673889,0.7631383538246155
FullyConnectedPerceptron,1,5,5.0,weightedBCE,128,64,0.0007,32,0,0.6941707730293274,0.8386892676353455,0.7664300203323364
FullyConnectedPerceptron,1,5,5.0,weightedBCE,128,64,0.008,128,0,0.6766557097434998,0.8576873540878296,0.7671715319156647
FullyConnectedPerceptron,1,5,5.0,weightedBCE,128,64,0.0009,32,0,0.6964969635009766,0.8371755480766296,0.7668362557888031
FullyConnectedPerceptron,1,5,5.0,weightedBCE,256,128,0.001,16,0,0.7085385918617249,0.8334433436393738,0.7709909677505493
FullyConnectedPerceptron,1,5,5.0,weightedBCE,256,128,0.001,32,0,0.6581827998161316,0.8789445161819458,0.7685636579990387
FullyConnectedPerceptron,1,5,5.0,weightedBCE,256,128,0.002,16,0,0.6888341307640076,0.8530259132385254,0.7709300220012665
FullyConnectedPerceptron,1,5,5.0,weightedBCE,256,128,0.003,128,0,0.6346469521522522,0.8985026478767395,0.7665748000144958
FullyConnectedPerceptron,1,5,5.0,weightedBCE,256,128,0.009,16,0,0.6609195470809937,0.8553608655929565,0.7581402063369751
FullyConnectedPerceptron,1,5,5.0,weightedBCE,256,256,0.003,64,0,0.7079912424087524,0.826038122177124,0.7670146822929382
FullyConnectedPerceptron,1,5,5.0,weightedBCE,256,256,0.0003,64,0,0.7073070406913757,0.8198142647743225,0.7635606527328491
FullyConnectedPerceptron,1,5,5.0,weightedBCE,256,32,0.0002,128,0,0.7033388018608093,0.8229790329933167,0.763158917427063
FullyConnectedPerceptron,1,5,5.0,weightedBCE,256,32,0.0002,16,0,0.704707145690918,0.8273726105690002,0.7660398781299591
FullyConnectedPerceptron,1,5,5.0,weightedBCE,256,64,0.01,128,0,0.7081280946731567,0.8270939588546753,0.767611026763916
FullyConnectedPerceptron,1,5,5.0,weightedBCE,256,64,0.002,64,0,0.7153804302215576,0.8322440981864929,0.7738122642040253
FullyConnectedPerceptron,1,5,5.0,weightedBCE,512,128,0.001,32,0,0.7155172228813171,0.8333677649497986,0.7744424939155579
FullyConnectedPerceptron,1,5,5.0,weightedBCE,512,128,0.0002,64,0,0.7060755491256714,0.8168711066246033,0.7614733278751373
FullyConnectedPerceptron,1,5,5.0,weightedBCE,512,128,0.003,16,0,0.6860974431037903,0.8499810695648193,0.7680392563343048
FullyConnectedPerceptron,1,5,5.0,weightedBCE,512,128,0.0004,128,0,0.6971811652183533,0.8398703336715698,0.7685257494449615
FullyConnectedPerceptron,1,5,5.0,weightedBCE,512,256,0.005,64,0,0.7182539701461792,0.8220070004463196,0.7701304852962494
FullyConnectedPerceptron,1,5,5.0,weightedBCE,512,64,0.001,64,0,0.7183908224105835,0.8245799541473389,0.7714853882789612
FullyConnectedPerceptron,1,5,5.0,weightedBCE,512,64,0.002,64,0,0.7062123417854309,0.8364359140396118,0.7713241279125214
FullyConnectedPerceptron,1,5,5.0,weightedBCE,512,64,0.0003,64,0,0.7505473494529724,0.7780206799507141,0.7642840147018433
FullyConnectedPerceptron,1,5,5.0,weightedBCE,512,64,0.0005,64,0,0.7376847267150879,0.8032876253128052,0.7704861760139465
FullyConnectedPerceptron,1,5,5.0,weightedBCE,512,64,0.0006,64,0,0.6928024291992188,0.8562402129173279,0.7745213210582733
FullyConnectedPerceptron,1,5,5.0,weightedBCE,512,64,0.0008,64,0,0.7060755491256714,0.8301909565925598,0.7681332528591156
FullyConnectedPerceptron,1,5,5.0,weightedBCE,512,64,0.0009,32,0,0.7226327061653137,0.817139744758606,0.7698862254619598
FullyConnectedPerceptron,1,5,5.0,weightedBCE,64,128,0.0002,32,0,0.6836344003677368,0.8198502063751221,0.7517423033714294
FullyConnectedPerceptron,1,5,5.0,weightedBCE,64,128,0.007,64,0,0.6971811652183533,0.8314872980117798,0.7643342316150665
FullyConnectedPerceptron,1,5,5.0,weightedBCE,64,32,0.0001,16,0,0.6865079402923584,0.8330274224281311,0.7597676813602448
FullyConnectedPerceptron,1,5,5.0,weightedBCE,64,32,0.0004,128,0,0.7318007946014404,0.7925084233283997,0.76215460896492
FullyConnectedPerceptron,1,5,5.0,weightedBCE,64,32,0.0004,16,0,0.7101806402206421,0.8234512209892273,0.7668159306049347
FullyConnectedPerceptron,1,5,5.0,weightedBCE,64,32,0.0005,128,0,0.7119594812393188,0.8216657638549805,0.7668126225471497
FullyConnectedPerceptron,1,5,5.0,weightedBCE,64,32,0.0005,16,0,0.662972092628479,0.8669309616088867,0.7649515271186829
FullyConnectedPerceptron,1,5,5.0,weightedBCE,64,32,0.0006,128,0,0.710864782333374,0.8170373439788818,0.7639510631561279
FullyConnectedPerceptron,1,5,5.0,weightedBCE,64,32,0.0006,16,0,0.6818554997444153,0.8464518189430237,0.7641536593437195
FullyConnectedPerceptron,1,6,6.0,BCE,128,128,0.0004,32,0,0.4194034039974212,0.9814879894256592,0.7004456967115402
FullyConnectedPerceptron,1,6,6.0,BCE,128,256,0.007,16,0,0.3325123190879822,0.9860585331916808,0.6592854261398315
FullyConnectedPerceptron,1,6,6.0,BCE,128,32,0.004,32,0,0.4313081502914428,0.975333571434021,0.7033208608627319
FullyConnectedPerceptron,1,6,6.0,BCE,128,32,0.0005,128,0,0.4303503036499023,0.9754012227058412,0.7028757631778717
FullyConnectedPerceptron,1,6,6.0,BCE,128,32,0.0006,16,0,0.4370552897453308,0.9802929162979126,0.7086741030216217
FullyConnectedPerceptron,1,6,6.0,BCE,128,64,0.005,64,0,0.4950738847255707,0.960694432258606,0.7278841584920883
FullyConnectedPerceptron,1,6,6.0,BCE,256,128,0.0001,32,0,0.3943623304367065,0.9822529554367064,0.6883076429367064
FullyConnectedPerceptron,1,6,6.0,BCE,256,128,0.0001,64,0,0.3746578991413116,0.9815111756324768,0.6780845373868942
FullyConnectedPerceptron,1,6,6.0,BCE,256,128,0.0002,64,0,0.5207991003990173,0.9447306990623474,0.7327648997306824
FullyConnectedPerceptron,1,6,6.0,BCE,256,128,0.0003,16,0,0.5082101821899414,0.960624635219574,0.7344174087047577
FullyConnectedPerceptron,1,6,6.0,BCE,256,128,0.0003,64,0,0.4092774987220764,0.983892261981964,0.6965848803520203
FullyConnectedPerceptron,1,6,6.0,BCE,256,128,0.0004,64,0,0.4931581914424896,0.9556841850280762,0.7244211882352829
FullyConnectedPerceptron,1,6,6.0,BCE,256,256,0.001,32,0,0.5073891878128052,0.94703871011734,0.7272139489650726
FullyConnectedPerceptron,1,6,6.0,BCE,256,256,0.0006,16,0,0.4723590612411499,0.9726329445838928,0.7224960029125214
FullyConnectedPerceptron,1,6,6.0,BCE,256,32,0.0004,128,0,0.5281882882118225,0.940435230731964,0.7343117594718933
FullyConnectedPerceptron,1,6,6.0,BCE,256,32,0.0004,16,0,0.5589764714241028,0.8988624215126038,0.7289194464683533
FullyConnectedPerceptron,1,6,6.0,BCE,256,32,0.009,128,0,0.3768472969532013,0.9870882630348206,0.6819677799940109
FullyConnectedPerceptron,1,6,6.0,BCE,256,32,0.0009,64,0,0.4366447627544403,0.9791655540466307,0.7079051584005356
FullyConnectedPerceptron,1,6,6.0,BCE,256,64,0.0001,128,0,0.3388067781925201,0.9870725870132446,0.6629396826028824
FullyConnectedPerceptron,1,6,6.0,BCE,256,64,0.0001,16,0,0.4623700082302093,0.9706762433052064,0.7165231257677078
FullyConnectedPerceptron,1,6,6.0,BCE,256,64,0.0002,16,0,0.4180350303649902,0.9801796674728394,0.6991073489189148
FullyConnectedPerceptron,1,6,6.0,BCE,256,64,0.0005,128,0,0.4541598260402679,0.9754309058189392,0.7147953659296036
FullyConnectedPerceptron,1,6,6.0,BCE,512,128,0.001,64,0,0.4404761791229248,0.9715979099273682,0.7060370445251465
FullyConnectedPerceptron,1,6,6.0,BCE,512,128,0.0001,64,0,0.3825944066047668,0.983906090259552,0.6832502484321594
FullyConnectedPerceptron,1,6,6.0,BCE,512,256,0.0003,16,0,0.522988498210907,0.9545239806175232,0.7387562394142151
FullyConnectedPerceptron,1,6,6.0,BCE,512,256,0.0004,16,0,0.4556650221347809,0.9787763953208924,0.7172207087278366
FullyConnectedPerceptron,1,6,6.0,BCE,512,32,0.001,16,0,0.4975369572639465,0.9654791951179504,0.7315080761909485
FullyConnectedPerceptron,1,6,6.0,BCE,512,32,0.002,16,0,0.5135468244552612,0.953536570072174,0.7335416972637177
FullyConnectedPerceptron,1,6,6.0,BCE,512,32,0.0002,16,0,0.5281882882118225,0.9564325213432312,0.7423104047775269
FullyConnectedPerceptron,1,6,6.0,BCE,512,32,0.0003,16,0,0.5734811425209045,0.9123710989952089,0.7429261207580566
FullyConnectedPerceptron,1,6,6.0,BCE,512,32,0.0004,16,0,0.5210728049278259,0.9578021764755248,0.7394374907016754
FullyConnectedPerceptron,1,6,6.0,BCE,512,32,0.0008,16,0,0.5318828821182251,0.9436132907867432,0.7377480864524841
FullyConnectedPerceptron,1,6,6.0,BCE,512,64,0.0001,16,0,0.4722222089767456,0.9706294536590576,0.7214258313179016
FullyConnectedPerceptron,1,6,6.0,BCE,64,256,0.002,128,0,0.3702791333198547,0.98635596036911,0.6783175468444823
FullyConnectedPerceptron,1,6,6.0,BCE,64,256,0.0005,32,0,0.4084564745426178,0.9822680354118348,0.6953622549772263
FullyConnectedPerceptron,1,6,6.0,BCE,64,256,0.009,32,0,0.4247400164604187,0.9668846726417542,0.6958123445510864
FullyConnectedPerceptron,1,6,6.0,BCE,64,32,0.0001,128,0,0.3085659444332123,0.9844397902488708,0.6465028673410416
FullyConnectedPerceptron,1,6,6.0,BCE,64,32,0.002,64,0,0.44841268658638,0.975695252418518,0.712053969502449
FullyConnectedPerceptron,1,6,6.0,BCE,64,32,0.0003,32,0,0.3884783685207367,0.9819736480712892,0.6852260082960129
FullyConnectedPerceptron,1,6,6.0,BCE,64,32,0.0007,64,0,0.3824575841426849,0.9852734208106996,0.6838655024766922
FullyConnectedPerceptron,1,6,6.0,weightedBCE,128,256,0.0002,64,0,0.6773399114608765,0.8412633538246155,0.759301632642746
FullyConnectedPerceptron,1,6,6.0,weightedBCE,128,32,0.003,64,0,0.6499726176261902,0.8752544522285461,0.7626135349273682
FullyConnectedPerceptron,1,6,6.0,weightedBCE,256,128,0.004,16,0,0.7145593762397766,0.8135451078414917,0.7640522420406342
FullyConnectedPerceptron,1,6,6.0,weightedBCE,256,128,0.009,16,0,0.0,1.0,0.5
FullyConnectedPerceptron,1,6,6.0,weightedBCE,256,256,0.001,16,0,0.6800765991210938,0.8493008613586426,0.7646887302398682
FullyConnectedPerceptron,1,6,6.0,weightedBCE,256,256,0.001,32,0,0.6836344003677368,0.8579485416412354,0.7707914710044861
FullyConnectedPerceptron,1,6,6.0,weightedBCE,256,256,0.002,16,0,0.7044335007667542,0.8282584547996521,0.7663459777832031
FullyConnectedPerceptron,1,6,6.0,weightedBCE,256,256,0.002,32,0,0.68938148021698,0.8455455303192139,0.7674635052680969
FullyConnectedPerceptron,1,6,6.0,weightedBCE,256,256,0.005,16,0,0.6670771837234497,0.8585726022720337,0.7628248929977417
FullyConnectedPerceptron,1,6,6.0,weightedBCE,256,256,0.006,16,0,0.6299945116043091,0.8788312673568726,0.7544128894805908
FullyConnectedPerceptron,1,6,6.0,weightedBCE,256,256,0.008,16,0,0.6948549747467041,0.8244487047195435,0.7596518397331238
FullyConnectedPerceptron,1,6,6.0,weightedBCE,256,64,0.0003,16,0,0.715106725692749,0.8098525404930115,0.7624796330928802
FullyConnectedPerceptron,1,6,6.0,weightedBCE,512,128,0.002,16,0,0.7211275100708008,0.8132680654525757,0.7671977877616882
FullyConnectedPerceptron,1,6,6.0,weightedBCE,512,128,0.003,16,0,0.6811712980270386,0.8534243106842041,0.7672978043556213
FullyConnectedPerceptron,1,6,6.0,weightedBCE,512,128,0.004,16,0,0.6926655769348145,0.8398236632347107,0.7662446200847626
FullyConnectedPerceptron,1,6,6.0,weightedBCE,512,256,0.0007,128,0,0.6811712980270386,0.8509380221366882,0.7660546600818634
FullyConnectedPerceptron,1,6,6.0,weightedBCE,512,32,0.01,128,0,0.0,1.0,0.5
FullyConnectedPerceptron,1,6,6.0,weightedBCE,512,32,0.007,128,0,0.7048439979553223,0.8304585814476013,0.7676512897014618
FullyConnectedPerceptron,1,6,6.0,weightedBCE,64,32,0.0003,128,0,0.7177066206932068,0.8011747002601624,0.7594406604766846
FullyConnectedPerceptron,1,6,6.0,weightedBCE,64,64,0.001,32,0,0.6914340257644653,0.8490493297576904,0.7702416777610779
FullyConnectedPerceptron,1,6,6.0,weightedBCE,64,64,0.0003,64,0,0.6681718826293945,0.833112895488739,0.7506423890590668
